,BEA1,BEA2,BEA3,BEA4,BEA5,BEA6,BEA7,BEA8,latitude_3414,longitude_3414,type,timestamp
548,-85,,-87,-72,-72,-86,-98,-77,36482.06934,11107.0289,pseudo,1.62918E+12
549,-91,-96,-98,-80,-70,-89,-95,-88,36482.06942,11105.77133,truth,1.62918E+12
550,-97,-97,-92,-82,-70,-95,-93,-91,36482.06951,11104.32456,pseudo,1.62918E+12
551,-91,-97,-88,-88,-83,-96,-89,-90,36482.06961,11102.74425,truth,1.62918E+12
552,-88,-97,-98,-75,-73,-88,-102,-86,36480.63655,11102.74417,pseudo,1.62918E+12
553,-92,-92,-93,-74,-62,-88,-87,-85,36479.20339,11102.74408,pseudo,1.62918E+12
554,-91,-92,-86,-82,-65,-81,-89,-79,36477.77033,11102.74399,truth,1.62918E+12
555,-93,-90,-96,-92,-78,-85,-78,-90,36476.33717,11102.7439,pseudo,1.62918E+12
556,-89,-96,-84,-81,-97,-80,-83,-86,36474.904,11102.74381,pseudo,1.62918E+12
557,-94,,-81,-85,-84,-91,-88,-89,36473.47094,11102.74372,pseudo,1.62918E+12
558,-95,-94,-94,-81,-77,-93,-94,-80,36472.02561,11102.74363,truth,1.62918E+12
559,-92,-85,-80,-68,-68,-85,-82,-78,36472.02552,11104.19039,pseudo,1.62918E+12
560,-96,-92,-84,-72,-66,-86,-89,-82,36472.02543,11105.62602,pseudo,1.62918E+12
561,-89,-97,-83,-76,-66,-85,-83,-80,36472.02534,11107.07279,pseudo,1.62918E+12
562,-97,-89,-89,-77,-72,-100,-87,-79,36472.02525,11108.51955,pseudo,1.62918E+12
563,-98,-93,-87,-72,-76,-82,-82,-82,36472.02517,11109.95518,pseudo,1.62918E+12
564,-87,-88,-74,-75,-80,-81,-72,-78,36472.0251,11111.02356,truth,1.62918E+12
565,-91,-89,-79,-75,-89,-66,-74,-79,36472.02501,11112.47032,pseudo,1.62918E+12
566,-91,-91,-70,-76,-84,-76,-77,-74,36472.02492,11113.91708,pseudo,1.62918E+12
567,-93,-95,-77,-67,-82,-79,-82,-82,36472.02483,11115.35271,pseudo,1.62918E+12
568,-91,-86,-85,-71,-81,-84,-68,-69,36472.02474,11116.79948,pseudo,1.62918E+12
569,-97,-85,-80,-78,-89,-81,-71,-85,36472.02465,11118.24624,pseudo,1.62918E+12
570,-92,-85,-84,-91,-80,-78,-64,-81,36472.02456,11119.68187,pseudo,1.62918E+12
571,-94,-86,-78,-84,-94,-76,-68,-81,36472.02454,11120.06025,truth,1.62918E+12
572,-85,-80,-82,-80,-80,-84,-64,-78,36473.4577,11120.06034,pseudo,1.62918E+12
573,-89,-80,-85,-89,-74,-72,-72,-74,36474.89076,11120.06043,pseudo,1.62918E+12
574,-92,-92,-69,-73,-90,-71,-76,-74,36476.32392,11120.06052,pseudo,1.62918E+12
575,-84,-83,-69,-74,-76,-84,-86,-88,36476.84274,11120.06055,truth,1.62918E+12
576,-83,-93,-69,-70,-80,-69,-82,-71,36478.2758,11120.06064,pseudo,1.62918E+12
577,-74,-86,-59,-73,-86,-74,-85,-61,36479.70897,11120.06073,pseudo,1.62918E+12
578,-75,-77,-59,-82,-84,-85,-85,-61,36480.32664,11120.06077,truth,1.62918E+12
579,-84,-77,-67,-81,-91,-67,-86,-64,36480.32655,11121.4964,pseudo,1.62918E+12
580,-71,-67,-83,-88,-94,-91,-96,-71,36480.32649,11122.48688,truth,1.62918E+12
581,-71,-72,-60,-76,-80,-79,-85,-54,36480.32649,11122.48688,truth,1.62918E+12
582,-88,-79,-64,-76,-81,-75,-85,-66,36480.33277,11121.04012,pseudo,1.62918E+12
583,-90,-72,-63,-74,-90,-75,-85,-64,36480.33703,11120.0719,truth,1.62918E+12
584,-93,-89,-73,-71,-76,-76,-78,-67,36478.90387,11120.07181,pseudo,1.62918E+12
585,-87,-89,-72,-72,-89,-73,-72,-83,36477.4707,11120.07172,pseudo,1.62918E+12
586,-85,-84,-71,-84,-92,-79,-75,-74,36476.8182,11120.07168,truth,1.62918E+12
587,-90,-82,-92,-72,-83,-73,-67,-76,36475.38503,11120.07159,pseudo,1.62918E+12
588,-91,-89,-80,-80,-76,-77,-76,-79,36473.95197,11120.06037,pseudo,1.62918E+12
589,-90,-90,-83,-73,-78,-73,-72,-82,36472.51881,11120.06029,pseudo,1.62918E+12
590,-93,-91,-79,-75,-77,-70,-68,-77,36472.02454,11120.06025,truth,1.62918E+12
591,-88,-94,-82,-82,-72,-77,-88,-76,36472.02463,11118.61349,pseudo,1.62918E+12
592,-90,-89,-66,-75,-71,-72,-76,-77,36472.02472,11117.16673,pseudo,1.62918E+12
593,-86,-91,-69,-67,-82,-65,-74,-69,36472.02481,11115.7311,pseudo,1.62918E+12
594,-87,-96,-90,-72,-77,-64,-86,-78,36472.0249,11114.28434,pseudo,1.62918E+12
595,-90,-92,-69,-72,-68,-65,-78,-70,36472.02499,11112.8487,pseudo,1.62918E+12
596,-89,-85,-73,-68,-79,-91,-87,-70,36472.02508,11111.40194,pseudo,1.62918E+12
597,-98,-78,-67,-73,-75,-92,-79,-68,36472.0251,11111.02356,truth,1.62918E+12
598,-101,-85,-84,-77,-63,-83,-89,-77,36472.02519,11109.58793,pseudo,1.62918E+12
599,-88,-89,-83,-61,-72,-85,-84,-74,36472.02528,11108.14116,pseudo,1.62918E+12
600,-92,-95,-82,-70,-72,-84,-91,-81,36472.02537,11106.6944,pseudo,1.62918E+12
601,-95,-91,-100,-70,-62,-101,-87,-77,36472.02546,11105.25877,pseudo,1.62918E+12
602,-96,-95,-80,-71,-64,-97,-84,-80,36472.02555,11103.81201,pseudo,1.62918E+12
603,-88,-94,-84,-80,-64,-96,-97,-83,36472.02561,11102.74363,truth,1.62918E+12
604,-91,-98,-79,-82,-67,-80,-91,-83,36473.45878,11102.74372,pseudo,1.62918E+12
605,-92,-98,-90,-84,-63,-85,-87,-89,36474.89184,11102.74381,pseudo,1.62918E+12
606,-83,-92,-85,-75,-60,-84,-84,-80,36476.325,11102.7439,pseudo,1.62918E+12
607,-91,-98,-90,-70,-67,-79,-87,-93,36477.77033,11102.74399,truth,1.62918E+12
608,-86,-94,-86,-72,-76,-85,-86,-78,36479.2035,11102.74408,pseudo,1.62918E+12
609,-76,-88,-80,-68,-73,-80,-83,-77,36480.63666,11102.74417,pseudo,1.62918E+12
610,-80,-89,-82,-71,-76,-86,-83,-80,36482.06961,11102.74425,truth,1.62918E+12
611,-85,-96,-93,-77,-68,-88,-85,-89,36482.06952,11104.19102,pseudo,1.62918E+12
612,-93,-94,-98,-76,-78,-94,-88,-83,36482.06942,11105.77133,truth,1.62918E+12
613,-87,-92,-93,-72,-67,-81,-85,-78,36482.06933,11107.20696,pseudo,1.62918E+12
614,-85,-96,-88,-63,-77,-84,-94,-80,36482.06924,11108.65372,pseudo,1.62918E+12
615,-89,-94,-76,-64,-68,-76,-96,-84,36482.06916,11109.91129,truth,1.62918E+12
616,-94,-91,-80,-68,-81,-83,-90,-78,36482.06907,11111.34692,pseudo,1.62918E+12
617,-82,-84,-78,-70,-83,-72,-75,-76,36482.06898,11112.79368,pseudo,1.62918E+12
618,-86,-89,-87,-74,-85,-75,-82,-70,36482.06889,11114.24045,pseudo,1.62918E+12
619,-81,-80,-76,-75,-82,-76,-75,-63,36482.0688,11115.67608,pseudo,1.62918E+12
620,-85,-80,-73,-88,-76,-72,-80,-68,36482.06877,11116.17688,truth,1.62918E+12
621,-72,-77,-69,-85,-79,-69,-82,-63,36482.11214,11117.62365,pseudo,1.62918E+12
622,-74,-78,-70,-76,-84,-72,-78,-60,36482.15551,11119.05928,pseudo,1.62918E+12
623,-80,-87,-60,-85,-82,-71,-83,-60,36482.19876,11120.50605,pseudo,1.62918E+12
624,-69,-70,-71,-90,-82,-71,-84,-58,36482.24213,11121.94168,pseudo,1.62918E+12
625,-80,-63,-89,-91,-82,-79,-86,-63,36482.25371,11122.33119,truth,1.62918E+12
626,-73,-62,-74,-91,-92,-83,-86,-85,36481.91482,11123.73342,pseudo,1.62918E+12
627,-87,-63,-81,-89,-96,-94,-92,-83,36481.57582,11125.13564,pseudo,1.62918E+12
628,-63,-64,-84,-99,-92,-85,-85,-79,36481.23693,11126.53787,pseudo,1.62918E+12
629,-64,-66,-84,-87,-100,-83,-90,-84,36480.89793,11127.94009,pseudo,1.62918E+12
630,-62,-64,-84,-80,-91,-94,-94,-78,36480.55904,11129.34232,pseudo,1.62918E+12
631,-60,-66,-82,-92,-95,-88,-94,-90,36480.22004,11130.74454,pseudo,1.62918E+12
632,-58,-70,-84,-91,-100,-96,-97,-96,36479.88115,11132.14677,truth,1.62918E+12
